"product_id","product_name","category","brand","last_updated","created_at"
P00122,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2024-11-26 21:21:31.000
P00123,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2025-05-11 21:21:31.000
P00124,Pepsi Max,Beverages,PepsiCo,2025-09-06 21:21:31.000,2025-02-14 21:21:31.000
P00125,Lipton Ice Tea,Beverages,Unilever,2025-09-06 21:21:31.000,2024-12-14 21:21:31.000
P00126,Evian Water,Beverages,Danone,2025-09-06 21:21:31.000,2024-11-29 21:21:31.000
P00127,Coca-Cola 500ml,Beverages,Coca-Cola,2025-09-06 21:21:31.000,2024-11-18 21:21:31.000
P00128,Evian Water,Beverages,Danone,2025-09-06 21:21:31.000,2024-11-11 21:21:31.000
P00129,Pepsi Max,Beverages,PepsiCo,2025-09-06 21:21:31.000,2025-06-03 21:21:31.000
P00130,Pepsi Max,Beverages,PepsiCo,2025-09-06 21:21:31.000,2024-12-20 21:21:31.000
P00131,Evian Water,Beverages,Danone,2025-09-06 21:21:31.000,2024-09-12 21:21:31.000
P00132,Evian Water,Beverages,Danone,2025-09-06 21:21:31.000,2024-09-09 21:21:31.000
P00133,Lipton Ice Tea,Beverages,Unilever,2025-09-06 21:21:31.000,2025-07-09 21:21:31.000
P00134,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2024-11-01 21:21:31.000
P00135,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2025-07-04 21:21:31.000
P00136,Lipton Ice Tea,Beverages,Unilever,2025-09-06 21:21:31.000,2024-11-13 21:21:31.000
P00137,Coca-Cola 500ml,Beverages,Coca-Cola,2025-09-06 21:21:31.000,2025-01-23 21:21:31.000
P00138,Coca-Cola 500ml,Beverages,Coca-Cola,2025-09-06 21:21:31.000,2025-04-27 21:21:31.000
P00139,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2024-10-17 21:21:31.000
P00140,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2025-01-14 21:21:31.000
P00141,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2024-12-11 21:21:31.000
P00142,Evian Water,Beverages,Danone,2025-09-06 21:21:31.000,2024-10-05 21:21:31.000
P00143,Evian Water,Beverages,Danone,2025-09-06 21:21:31.000,2025-03-22 21:21:31.000
P00144,Lipton Ice Tea,Beverages,Unilever,2025-09-06 21:21:31.000,2025-07-26 21:21:31.000
P00145,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2024-11-17 21:21:31.000
P00146,Lipton Ice Tea,Beverages,Unilever,2025-09-06 21:21:31.000,2024-12-23 21:21:31.000
P00147,Evian Water,Beverages,Danone,2025-09-06 21:21:31.000,2025-03-23 21:21:31.000
P00148,Evian Water,Beverages,Danone,2025-09-06 21:21:31.000,2025-01-21 21:21:31.000
P00149,Pepsi Max,Beverages,PepsiCo,2025-09-06 21:21:31.000,2024-11-03 21:21:31.000
P00150,Pepsi Max,Beverages,PepsiCo,2025-09-06 21:21:31.000,2025-08-06 21:21:31.000
P00151,Evian Water,Beverages,Danone,2025-09-06 21:21:31.000,2024-12-23 21:21:31.000
P00152,Pepsi Max,Beverages,PepsiCo,2025-09-06 21:21:31.000,2025-04-26 21:21:31.000
P00153,Lipton Ice Tea,Beverages,Unilever,2025-09-06 21:21:31.000,2025-06-07 21:21:31.000
P00154,Coca-Cola 500ml,Beverages,Coca-Cola,2025-09-06 21:21:31.000,2024-11-02 21:21:31.000
P00155,Coca-Cola 500ml,Beverages,Coca-Cola,2025-09-06 21:21:31.000,2024-10-18 21:21:31.000
P00156,Pepsi Max,Beverages,PepsiCo,2025-09-06 21:21:31.000,2025-01-06 21:21:31.000
P00157,Coca-Cola 500ml,Beverages,Coca-Cola,2025-09-06 21:21:31.000,2025-01-23 21:21:31.000
P00158,Lipton Ice Tea,Beverages,Unilever,2025-09-06 21:21:31.000,2025-06-01 21:21:31.000
P00159,Coca-Cola 500ml,Beverages,Coca-Cola,2025-09-06 21:21:31.000,2025-06-18 21:21:31.000
P00160,Lipton Ice Tea,Beverages,Unilever,2025-09-06 21:21:31.000,2025-02-23 21:21:31.000
P00161,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2025-02-25 21:21:31.000
P00162,Lipton Ice Tea,Beverages,Unilever,2025-09-06 21:21:31.000,2024-11-21 21:21:31.000
P00163,Lipton Ice Tea,Beverages,Unilever,2025-09-06 21:21:31.000,2025-03-18 21:21:31.000
P00164,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2024-11-25 21:21:31.000
P00165,Evian Water,Beverages,Danone,2025-09-06 21:21:31.000,2025-01-15 21:21:31.000
P00166,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2025-02-21 21:21:31.000
P00167,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2024-11-28 21:21:31.000
P00168,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2025-06-17 21:21:31.000
P00169,Pepsi Max,Beverages,PepsiCo,2025-09-06 21:21:31.000,2025-03-30 21:21:31.000
P00170,Lipton Ice Tea,Beverages,Unilever,2025-09-06 21:21:31.000,2024-12-30 21:21:31.000
P00171,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2025-08-05 21:21:31.000
P00172,Coca-Cola 500ml,Beverages,Coca-Cola,2025-09-06 21:21:31.000,2025-07-12 21:21:31.000
P00173,Lipton Ice Tea,Beverages,Unilever,2025-09-06 21:21:31.000,2024-11-12 21:21:31.000
P00174,Lipton Ice Tea,Beverages,Unilever,2025-09-06 21:21:31.000,2025-02-16 21:21:31.000
P00175,Evian Water,Beverages,Danone,2025-09-06 21:21:31.000,2025-01-07 21:21:31.000
P00176,Evian Water,Beverages,Danone,2025-09-06 21:21:31.000,2025-06-01 21:21:31.000
P00177,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2025-07-09 21:21:31.000
P00178,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2025-07-02 21:21:31.000
P00179,Lipton Ice Tea,Beverages,Unilever,2025-09-06 21:21:31.000,2025-01-24 21:21:31.000
P00180,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2025-03-30 21:21:31.000
P00181,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2025-06-14 21:21:31.000
P00182,Pepsi Max,Beverages,PepsiCo,2025-09-06 21:21:31.000,2025-05-10 21:21:31.000
P00183,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2025-03-06 21:21:31.000
P00184,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2025-07-03 21:21:31.000
P00185,Evian Water,Beverages,Danone,2025-09-06 21:21:31.000,2024-10-10 21:21:31.000
P00186,Evian Water,Beverages,Danone,2025-09-06 21:21:31.000,2024-12-09 21:21:31.000
P00187,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2025-08-05 21:21:31.000
P00188,Pepsi Max,Beverages,PepsiCo,2025-09-06 21:21:31.000,2025-04-26 21:21:31.000
P00189,Pepsi Max,Beverages,PepsiCo,2025-09-06 21:21:31.000,2024-11-10 21:21:31.000
P00190,Lipton Ice Tea,Beverages,Unilever,2025-09-06 21:21:31.000,2024-11-07 21:21:31.000
P00191,Lipton Ice Tea,Beverages,Unilever,2025-09-06 21:21:31.000,2025-07-30 21:21:31.000
P00192,Evian Water,Beverages,Danone,2025-09-06 21:21:31.000,2025-04-10 21:21:31.000
P00193,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2024-12-10 21:21:31.000
P00194,Coca-Cola 500ml,Beverages,Coca-Cola,2025-09-06 21:21:31.000,2025-07-06 21:21:31.000
P00195,Lipton Ice Tea,Beverages,Unilever,2025-09-06 21:21:31.000,2025-07-28 21:21:31.000
P00196,Pepsi Max,Beverages,PepsiCo,2025-09-06 21:21:31.000,2025-01-10 21:21:31.000
P00197,Pepsi Max,Beverages,PepsiCo,2025-09-06 21:21:31.000,2025-07-15 21:21:31.000
P00198,Evian Water,Beverages,Danone,2025-09-06 21:21:31.000,2025-03-08 21:21:31.000
P00199,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2025-05-21 21:21:31.000
P00200,Pepsi Max,Beverages,PepsiCo,2025-09-06 21:21:31.000,2024-11-18 21:21:31.000
P00201,Lipton Ice Tea,Beverages,Unilever,2025-09-06 21:21:31.000,2025-07-07 21:21:31.000
P00202,Pepsi Max,Beverages,PepsiCo,2025-09-06 21:21:31.000,2025-07-15 21:21:31.000
P00203,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2025-07-14 21:21:31.000
P00204,Evian Water,Beverages,Danone,2025-09-06 21:21:31.000,2024-09-28 21:21:31.000
P00205,Evian Water,Beverages,Danone,2025-09-06 21:21:31.000,2025-04-15 21:21:31.000
P00206,Coca-Cola 500ml,Beverages,Coca-Cola,2025-09-06 21:21:31.000,2024-09-30 21:21:31.000
P00207,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2025-07-03 21:21:31.000
P00208,Pepsi Max,Beverages,PepsiCo,2025-09-06 21:21:31.000,2025-03-23 21:21:31.000
P00209,Evian Water,Beverages,Danone,2025-09-06 21:21:31.000,2025-08-01 21:21:31.000
P00210,Evian Water,Beverages,Danone,2025-09-06 21:21:31.000,2024-12-29 21:21:31.000
P00211,Coca-Cola 500ml,Beverages,Coca-Cola,2025-09-06 21:21:31.000,2024-10-01 21:21:31.000
P00212,Lipton Ice Tea,Beverages,Unilever,2025-09-06 21:21:31.000,2024-10-06 21:21:31.000
P00213,Lipton Ice Tea,Beverages,Unilever,2025-09-06 21:21:31.000,2024-10-17 21:21:31.000
P00214,Lipton Ice Tea,Beverages,Unilever,2025-09-06 21:21:31.000,2025-05-30 21:21:31.000
P00215,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2025-02-16 21:21:31.000
P00216,Pepsi Max,Beverages,PepsiCo,2025-09-06 21:21:31.000,2024-10-27 21:21:31.000
P00217,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2025-06-12 21:21:31.000
P00218,Pepsi Max,Beverages,PepsiCo,2025-09-06 21:21:31.000,2025-02-03 21:21:31.000
P00219,Lipton Ice Tea,Beverages,Unilever,2025-09-06 21:21:31.000,2024-09-29 21:21:31.000
P00220,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2024-11-11 21:21:31.000
P00221,Coca-Cola 500ml,Beverages,Coca-Cola,2025-09-06 21:21:31.000,2025-03-08 21:21:31.000
P00222,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2025-07-17 21:21:31.000
P00223,Lipton Ice Tea,Beverages,Unilever,2025-09-06 21:21:31.000,2025-04-25 21:21:31.000
P00224,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2025-01-26 21:21:31.000
P00225,Lipton Ice Tea,Beverages,Unilever,2025-09-06 21:21:31.000,2025-03-07 21:21:31.000
P00226,Evian Water,Beverages,Danone,2025-09-06 21:21:31.000,2025-07-31 21:21:31.000
P00227,Evian Water,Beverages,Danone,2025-09-06 21:21:31.000,2025-02-24 21:21:31.000
P00228,Lipton Ice Tea,Beverages,Unilever,2025-09-06 21:21:31.000,2024-09-14 21:21:31.000
P00229,Pepsi Max,Beverages,PepsiCo,2025-09-06 21:21:31.000,2024-10-18 21:21:31.000
P00230,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2025-07-29 21:21:31.000
P00231,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2024-10-12 21:21:31.000
P00232,Evian Water,Beverages,Danone,2025-09-06 21:21:31.000,2025-07-15 21:21:31.000
P00233,Pepsi Max,Beverages,PepsiCo,2025-09-06 21:21:31.000,2024-12-29 21:21:31.000
P00234,Coca-Cola 500ml,Beverages,Coca-Cola,2025-09-06 21:21:31.000,2025-05-13 21:21:31.000
P00235,Evian Water,Beverages,Danone,2025-09-06 21:21:31.000,2025-04-01 21:21:31.000
P00236,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2025-05-24 21:21:31.000
P00237,Coca-Cola 500ml,Beverages,Coca-Cola,2025-09-06 21:21:31.000,2025-04-10 21:21:31.000
P00238,Coca-Cola 500ml,Beverages,Coca-Cola,2025-09-06 21:21:31.000,2025-02-07 21:21:31.000
P00239,Evian Water,Beverages,Danone,2025-09-06 21:21:31.000,2024-10-04 21:21:31.000
P00240,Pepsi Max,Beverages,PepsiCo,2025-09-06 21:21:31.000,2025-02-18 21:21:31.000
P00241,Evian Water,Beverages,Danone,2025-09-06 21:21:31.000,2025-03-17 21:21:31.000
P00242,Evian Water,Beverages,Danone,2025-09-06 21:21:31.000,2025-07-30 21:21:31.000
P00243,Lipton Ice Tea,Beverages,Unilever,2025-09-06 21:21:31.000,2025-05-02 21:21:31.000
P00244,Red Bull Can,Beverages,Red Bull,2025-09-06 21:21:31.000,2025-05-21 21:21:31.000
P00245,Coca-Cola 500ml,Beverages,Coca-Cola,2025-09-06 21:21:31.000,2025-04-13 21:21:31.000
P00246,Coca-Cola 500ml,Beverages,Coca-Cola,2025-09-06 21:21:31.000,2024-10-23 21:21:31.000
P00247,Lipton Ice Tea,Beverages,Unilever,2025-09-06 21:21:31.000,2024-12-15 21:21:31.000
P00248,Lipton Ice Tea,Beverages,Unilever,2025-09-06 21:21:31.000,2025-03-14 21:21:31.000
P00249,Evian Water,Beverages,Danone,2025-09-06 21:21:31.000,2024-12-27 21:21:31.000
P00250,Lipton Ice Tea,Beverages,Unilever,2025-09-06 21:21:31.000,2025-02-03 21:21:31.000
P00251,Evian Water,Beverages,Danone,2025-09-06 21:21:31.000,2025-02-01 21:21:31.000
P00252,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-03-02 21:21:31.000
P00253,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-11-18 21:21:31.000
P00254,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-03-24 21:21:31.000
P00255,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2025-05-18 21:21:31.000
P00256,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-08-06 21:21:31.000
P00257,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2024-11-13 21:21:31.000
P00258,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-10-01 21:21:31.000
P00259,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2024-09-13 21:21:31.000
P00260,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2025-01-17 21:21:31.000
