client_id,freq_180d,monetary_180d,avg_ticket,last_order,first_order,num_products,recency_days,tenure_days,days_between,churn_label,is_big_spender,is_inactive90,avg_monthly_spent,orders_per_month
e5da13d9-e056-41c6-a5ed-32c2902b337a,13.0,862.17,66.32076923076923,2024-09-25 08:12:15,2024-04-09 05:44:06,13.0,6.0,169.0,13.583333333333334,0,1,0,143.695,2.1666666666666665
1509d598-b11a-4331-a562-2aa999bed70a,21.0,1011.72,48.17714285714286,2024-09-30 11:47:36,2024-05-04 18:25:06,21.0,1.0,148.0,6.9,0,1,0,168.62,3.5
def55eaf-822c-4a78-9638-18c67091ac3c,10.0,571.4399999999999,57.14399999999999,2024-09-14 01:19:19,2024-05-01 09:15:15,10.0,17.0,135.0,14.666666666666666,0,1,0,95.24,1.6666666666666667
b4c8a38e-9a77-420d-93fd-7ef323c4b3fa,3.0,150.6,50.199999999999996,2024-07-19 00:29:53,2024-04-19 04:39:08,3.0,74.0,90.0,45.0,0,0,0,25.099999999999998,0.5
ba150853-371a-4b19-9c2e-e4fad86e31ef,10.0,558.9300000000001,55.89300000000001,2024-09-04 23:28:46,2024-04-10 05:39:49,10.0,27.0,147.0,16.0,0,1,0,93.15500000000002,1.6666666666666667
126e2162-7e35-4640-b712-040aed261e59,11.0,550.0699999999999,50.00636363636363,2024-09-11 04:25:17,2024-04-19 20:43:50,11.0,20.0,144.0,13.9,0,1,0,91.67833333333333,1.8333333333333333
7183542e-693b-4294-8979-b3c3677db0cf,7.0,272.6,38.94285714285714,2024-09-20 12:24:53,2024-04-22 16:59:19,7.0,11.0,150.0,24.666666666666668,0,0,0,45.43333333333334,1.1666666666666667
684e07ed-82cc-452d-967b-cd87dd91c723,4.0,179.29,44.8225,2024-09-27 07:25:33,2024-05-17 00:35:51,4.0,4.0,133.0,44.0,1,0,0,29.881666666666664,0.6666666666666666
ec73258e-0771-4fd3-9433-0db06a2ab05b,3.0,177.83,59.27666666666667,2024-08-29 11:16:29,2024-05-06 16:49:14,3.0,33.0,114.0,56.5,0,0,0,29.638333333333335,0.5
ec20d90c-cbd6-41a1-bb0e-5cd51d463883,7.0,461.32000000000005,65.90285714285714,2024-09-23 18:27:02,2024-05-14 03:33:56,7.0,8.0,132.0,21.666666666666668,0,1,0,76.88666666666667,1.1666666666666667
ba56d1af-2042-408f-ad87-1b57516d9553,1.0,56.5,56.5,2024-07-07 02:19:16,2024-07-07 02:19:16,1.0,86.0,0.0,180.0,1,0,0,9.416666666666666,0.16666666666666666
e2d13828-5905-48d5-b6c0-54f50287fdbf,7.0,428.72,61.24571428571429,2024-09-08 23:56:56,2024-04-15 20:52:10,7.0,23.0,146.0,24.0,0,1,0,71.45333333333333,1.1666666666666667
df1057b9-5b50-4f58-ac18-1755acf12bef,8.0,407.63,50.95375,2024-08-22 00:25:34,2024-05-07 05:39:09,8.0,40.0,106.0,14.714285714285714,0,1,0,67.93833333333333,1.3333333333333333
f77e530f-e9ad-4da2-a9b6-ef7dad34a7b6,10.0,594.01,59.400999999999996,2024-09-19 16:29:13,2024-04-13 19:09:31,10.0,12.0,158.0,17.0,0,1,0,99.00166666666667,1.6666666666666667
fc82da22-1dca-441c-a4ed-db7bd2bc98fb,1.0,27.82,27.82,2024-04-22 19:25:45,2024-04-22 19:25:45,1.0,162.0,0.0,180.0,1,0,1,4.636666666666667,0.16666666666666666
7deae020-83b0-4e07-897d-9b10752068ba,2.0,171.79000000000002,85.89500000000001,2024-08-15 10:59:29,2024-07-15 02:23:39,2.0,47.0,31.0,31.0,0,0,0,28.63166666666667,0.3333333333333333
2c598c71-89b1-46d9-9d95-14fa8f08a74c,25.0,1621.88,64.8752,2024-09-30 19:16:31,2024-04-23 20:15:05,24.0,1.0,159.0,6.166666666666667,0,1,0,270.31333333333333,4.166666666666667
5af26344-de82-4371-a586-85dd0b2ec509,11.0,564.4300000000001,51.31181818181819,2024-09-19 05:36:06,2024-04-17 09:27:37,11.0,12.0,154.0,15.0,0,1,0,94.07166666666667,1.8333333333333333
8e0828b6-a5a1-46fa-b87e-7c25f591c363,24.0,1175.06,48.96083333333333,2024-09-23 15:03:39,2024-04-08 10:59:09,24.0,8.0,168.0,6.782608695652174,0,1,0,195.84333333333333,4.0
dfd636dc-b5bd-4e76-afc9-8063ce14a3e3,16.0,802.29,50.143125,2024-09-25 12:39:55,2024-04-16 14:12:22,15.0,6.0,161.0,10.2,0,1,0,133.715,2.6666666666666665
4cd20efa-1c0c-4578-8c6c-735a1803b88a,0.0,0.0,0.0,,,0.0,270.0,0.0,180.0,0,0,1,0.0,0.0
bcc13b42-8881-450f-b878-751f88078cd6,1.0,22.85,22.85,2024-08-16 04:14:39,2024-08-16 04:14:39,1.0,46.0,0.0,180.0,1,0,0,3.8083333333333336,0.16666666666666666
39685750-bfae-483a-be4d-f203ec4430c3,4.0,221.12,55.28,2024-09-25 10:59:17,2024-07-09 11:57:27,4.0,6.0,77.0,25.333333333333332,0,0,0,36.85333333333333,0.6666666666666666
5bb3b6ce-4a01-4e38-b7fb-a84784abc23d,6.0,327.01,54.501666666666665,2024-09-05 08:01:51,2024-04-06 01:47:04,6.0,26.0,152.0,30.2,0,1,0,54.501666666666665,1.0
420afa91-feb9-4492-af06-d7c11a0aa05a,1.0,4.68,4.68,2024-07-20 03:21:19,2024-07-20 03:21:19,1.0,73.0,0.0,180.0,0,0,0,0.7799999999999999,0.16666666666666666
28770266-6e58-4103-9371-e07afa8d50b5,21.0,966.23,46.01095238095238,2024-09-27 10:51:08,2024-04-06 13:41:23,21.0,4.0,173.0,8.15,0,1,0,161.03833333333333,3.5
8584a3f9-295d-47ef-bdb3-28e58fe90e44,23.0,1133.87,49.29869565217391,2024-09-23 02:05:03,2024-04-09 01:47:06,23.0,8.0,167.0,7.090909090909091,0,1,0,188.97833333333332,3.8333333333333335
dfa6889c-5516-4a6d-a0d5-8da8cb6b5bef,5.0,241.18,48.236000000000004,2024-08-07 00:35:44,2024-04-18 17:39:17,5.0,55.0,110.0,27.0,0,0,0,40.196666666666665,0.8333333333333334
13338a97-9375-4021-b720-3e5da615ff7a,7.0,402.87,57.55285714285714,2024-09-16 10:59:05,2024-06-02 07:55:02,7.0,15.0,106.0,17.0,0,1,0,67.145,1.1666666666666667
e5c0bd60-14f6-4bb5-bd3c-eba31cf16829,1.0,38.79,38.79,2024-08-31 15:34:26,2024-08-31 15:34:26,1.0,31.0,0.0,180.0,1,0,0,6.465,0.16666666666666666
34f4672b-c64b-404a-b7ba-ab32a9b8bd7e,9.0,583.95,64.88333333333334,2024-09-01 02:23:03,2024-05-13 02:39:16,9.0,30.0,110.0,13.25,0,1,0,97.325,1.5
39279239-4be7-47ef-9806-3ad63a981692,2.0,5.92,2.96,2024-08-18 08:53:57,2024-04-22 00:49:31,2.0,44.0,118.0,118.0,0,0,0,0.9866666666666667,0.3333333333333333
dbffceb0-9897-48e3-adff-062d880e1039,18.0,844.58,46.92111111111112,2024-09-28 18:16:33,2024-05-27 23:02:11,17.0,3.0,123.0,6.823529411764706,0,1,0,140.76333333333335,3.0
d2b2676f-f2c0-4cb3-856d-c9de69d80f91,10.0,647.78,64.77799999999999,2024-09-20 18:22:22,2024-04-16 09:39:58,10.0,11.0,157.0,16.88888888888889,0,1,0,107.96333333333332,1.6666666666666667
379fc804-b89f-4ce4-a09a-f74fabacbaad,22.0,1030.44,46.83818181818182,2024-09-27 15:54:48,2024-04-07 15:04:40,20.0,4.0,173.0,7.809523809523809,0,1,0,171.74,3.6666666666666665
7228b600-e6bf-4cda-bebb-c98b4c786473,0.0,0.0,0.0,,,0.0,270.0,0.0,180.0,1,0,1,0.0,0.0
83cca066-78a6-4fe6-992f-42b24adf3833,1.0,82.83,82.83,2024-07-27 17:14:58,2024-07-27 17:14:58,1.0,66.0,0.0,180.0,0,0,0,13.805,0.16666666666666666
c8c925c0-b120-404a-bc46-b943bf96a2e9,11.0,697.77,63.43363636363636,2024-09-08 21:12:19,2024-05-02 06:32:50,11.0,23.0,129.0,12.5,0,1,0,116.295,1.8333333333333333
f22c29d7-9bcf-462c-9ecf-fe6078a3d3ad,3.0,90.0,30.0,2024-08-23 11:06:10,2024-04-27 11:54:40,3.0,39.0,117.0,58.5,0,0,0,15.0,0.5
e9a584a0-0775-4e0b-8b77-be00562bb3c8,0.0,0.0,0.0,,,0.0,270.0,0.0,180.0,1,0,1,0.0,0.0
ee5a1b31-16b8-48d5-8721-42f7c0b34d10,7.0,276.02,39.43142857142857,2024-09-15 01:27:23,2024-04-09 19:51:54,7.0,16.0,158.0,26.0,0,0,0,46.00333333333333,1.1666666666666667
43efc9ae-d5e1-45cd-b88b-121883e1a868,1.0,12.9,12.9,2024-05-05 20:08:05,2024-05-05 20:08:05,1.0,149.0,0.0,180.0,0,0,1,2.15,0.16666666666666666
e9d9efe1-e5f1-45e3-807e-0c28afbb863b,20.0,1252.81,62.640499999999996,2024-09-28 18:58:33,2024-04-20 05:52:51,20.0,3.0,161.0,8.105263157894736,0,1,0,208.80166666666665,3.3333333333333335
e1b66612-5f93-48e1-ad6b-2aef3dc0cdc1,12.0,655.99,54.66583333333333,2024-09-30 01:40:19,2024-04-16 04:25:04,12.0,1.0,166.0,14.545454545454545,0,1,0,109.33166666666666,2.0
b0d06b8a-ad36-4a4a-bb05-97aaf412cdc1,25.0,1419.18,56.7672,2024-09-29 20:29:40,2024-04-13 11:43:24,24.0,2.0,169.0,6.583333333333333,0,1,0,236.53,4.166666666666667
cb5eac63-e156-4f5d-bf75-9d34aea5f0ce,16.0,742.49,46.405625,2024-09-19 15:13:40,2024-04-07 07:45:20,16.0,12.0,165.0,10.466666666666667,0,1,0,123.74833333333333,2.6666666666666665
2c4e34eb-c7d4-4072-8ff6-b60a8e9bc7e8,1.0,27.69,27.69,2024-05-13 06:54:33,2024-05-13 06:54:33,1.0,141.0,0.0,180.0,0,0,1,4.615,0.16666666666666666
6ae8f3c1-59a9-4758-ae40-b45ec2e54fb8,4.0,184.59,46.1475,2024-06-30 06:36:09,2024-04-26 13:37:15,4.0,93.0,64.0,21.0,0,0,1,30.765,0.6666666666666666
2426f063-58ad-4ce5-b1cf-8cedb61c557b,0.0,0.0,0.0,,,0.0,270.0,0.0,180.0,0,0,1,0.0,0.0
50eb7160-4d06-47f2-ac3e-6fd672597d08,1.0,52.28,52.28,2024-04-27 20:01:00,2024-04-27 20:01:00,1.0,157.0,0.0,180.0,1,0,1,8.713333333333333,0.16666666666666666
d49a3682-9fe4-448c-bfe8-44769af28e6b,3.0,228.65,76.21666666666667,2024-08-21 01:01:24,2024-05-31 19:35:11,3.0,41.0,81.0,40.0,1,0,0,38.108333333333334,0.5
e5d2dc34-cc8d-4683-9f38-81477e447321,2.0,69.61,34.805,2024-09-16 22:10:46,2024-07-14 15:54:30,2.0,15.0,64.0,64.0,1,0,0,11.601666666666667,0.3333333333333333
41f78827-a8ab-446e-9f54-98a93008db9c,1.0,39.67,39.67,2024-05-30 05:38:34,2024-05-30 05:38:34,1.0,124.0,0.0,180.0,0,0,1,6.611666666666667,0.16666666666666666
fca71205-a94c-42bc-8fa0-671ef679f021,10.0,676.9,67.69,2024-07-31 06:28:04,2024-04-08 23:11:53,10.0,62.0,113.0,12.0,0,1,0,112.81666666666666,1.6666666666666667
4775aa71-53c3-4906-881d-3f9dc9ea2dc9,5.0,236.12,47.224000000000004,2024-09-17 07:05:43,2024-06-19 19:48:27,5.0,14.0,89.0,21.75,0,0,0,39.35333333333333,0.8333333333333334
1f75ceb7-de5d-4653-8109-0df64886d451,0.0,0.0,0.0,,,0.0,270.0,0.0,180.0,0,0,1,0.0,0.0
3a239e00-3a8d-4037-bc0a-7537eeda9ace,13.0,707.04,54.387692307692305,2024-09-19 20:04:16,2024-04-06 08:19:08,12.0,12.0,166.0,13.416666666666666,0,1,0,117.83999999999999,2.1666666666666665
3d8f702d-3729-44eb-afef-c0457abd0cd8,1.0,63.54,63.54,2024-08-07 22:18:23,2024-08-07 22:18:23,1.0,55.0,0.0,180.0,1,0,0,10.59,0.16666666666666666
343200f6-0dda-48e6-b37c-8b7bc4c1fa17,19.0,1347.34,70.91263157894737,2024-09-27 14:45:22,2024-04-15 18:52:44,19.0,4.0,164.0,8.666666666666666,0,1,0,224.55666666666664,3.1666666666666665
d694cc19-7bea-4540-9daf-3e43f806c4f8,0.0,0.0,0.0,,,0.0,270.0,0.0,180.0,1,0,1,0.0,0.0
6e8b3567-486c-4218-9e6e-915fa2b0e3d2,7.0,365.98,52.28285714285715,2024-09-21 13:46:56,2024-04-19 15:04:38,7.0,10.0,154.0,25.333333333333332,0,1,0,60.99666666666667,1.1666666666666667
e7b6ffa0-d5fd-4021-bb0c-1725ad0d45c2,9.0,451.06,50.117777777777775,2024-09-22 18:01:00,2024-04-21 02:28:00,9.0,9.0,154.0,18.75,0,1,0,75.17666666666666,1.5
a1c04011-f6ca-485c-9bf8-191a5ad455c1,15.0,851.0,56.733333333333334,2024-09-14 07:25:10,2024-04-27 04:56:44,15.0,17.0,140.0,9.571428571428571,0,1,0,141.83333333333334,2.5
6c74f4e6-bdab-4a07-942a-f7198e539383,0.0,0.0,0.0,,,0.0,270.0,0.0,180.0,1,0,1,0.0,0.0
5c0ba661-939a-4d43-821a-5851d96a2a33,11.0,448.99,40.81727272727273,2024-09-08 10:55:14,2024-05-07 13:15:53,11.0,23.0,123.0,11.8,0,1,0,74.83166666666666,1.8333333333333333
bd48d9cf-97a0-4e4c-8b8f-9034c5d68f38,0.0,0.0,0.0,,,0.0,270.0,0.0,180.0,1,0,1,0.0,0.0
455bb0f0-028f-416f-abdf-7e192949577c,25.0,1256.73,50.2692,2024-09-29 15:46:57,2024-04-14 15:02:04,25.0,2.0,168.0,6.5,0,1,0,209.455,4.166666666666667
5d1b96e1-8454-4b48-ae2b-bc770ee5b570,3.0,142.72,47.57333333333333,2024-07-18 11:40:10,2024-04-29 00:06:02,3.0,75.0,80.0,39.5,0,0,0,23.786666666666665,0.5
535b1918-132f-4c80-a1ee-d624904b66d1,3.0,249.26,83.08666666666666,2024-09-14 16:31:12,2024-04-22 11:15:49,3.0,17.0,145.0,72.5,0,0,0,41.54333333333333,0.5
373bed6d-252e-4485-9b7a-81b9fab851ef,11.0,614.84,55.89454545454546,2024-09-22 17:47:14,2024-04-14 05:38:55,11.0,9.0,161.0,15.7,0,1,0,102.47333333333334,1.8333333333333333
88628cf4-49a7-448e-a7f9-490aebd541b4,4.0,156.51999999999998,39.129999999999995,2024-09-21 00:33:01,2024-06-08 00:20:38,4.0,10.0,105.0,34.333333333333336,0,0,0,26.086666666666662,0.6666666666666666
445a0f94-5a9d-4441-a8a5-122910fcbcf8,3.0,158.19,52.73,2024-07-01 03:40:42,2024-05-08 13:14:34,3.0,92.0,53.0,26.5,1,0,1,26.365,0.5
8c32b4c9-8636-465a-953b-e781fd0e2d7f,0.0,0.0,0.0,,,0.0,270.0,0.0,180.0,1,0,1,0.0,0.0
6e08bdf5-ad9b-4663-a176-1b4dfb6d5033,12.0,459.74,38.31166666666667,2024-09-13 18:14:47,2024-04-21 16:24:29,12.0,18.0,145.0,12.636363636363637,0,1,0,76.62333333333333,2.0
eb3f836f-7dfb-4e6b-936a-a722a8f7adf7,0.0,0.0,0.0,,,0.0,270.0,0.0,180.0,1,0,1,0.0,0.0
ea06aef9-7df0-4b95-a66e-f1aa5ab258b5,26.0,1457.78,56.068461538461534,2024-09-27 00:46:42,2024-04-05 03:23:17,26.0,4.0,174.0,6.64,0,1,0,242.96333333333334,4.333333333333333
c865e7e3-15fd-4fc3-94ed-843abfea0278,0.0,0.0,0.0,,,0.0,270.0,0.0,180.0,1,0,1,0.0,0.0
fb4f6843-a41b-4418-9756-d019f747ebc2,5.0,287.84,57.568,2024-09-27 22:59:46,2024-05-17 01:03:19,5.0,4.0,133.0,33.0,0,1,0,47.97333333333333,0.8333333333333334
8425cd21-f154-4a4f-92a3-ff2e98bb0610,1.0,39.05,39.05,2024-05-06 07:05:42,2024-05-06 07:05:42,1.0,148.0,0.0,180.0,1,0,1,6.508333333333333,0.16666666666666666
00ad302e-c73d-4367-8fc9-d8146c1b0390,5.0,278.36,55.672000000000004,2024-09-26 02:38:40,2024-06-14 04:25:17,5.0,5.0,103.0,25.75,0,1,0,46.39333333333334,0.8333333333333334
02dcd876-3f24-4771-bb24-9c91d1252a4f,0.0,0.0,0.0,,,0.0,270.0,0.0,180.0,0,0,1,0.0,0.0
d0c96d07-b16b-4763-8a77-d63f16252d45,1.0,67.9,67.9,2024-04-27 08:14:46,2024-04-27 08:14:46,1.0,157.0,0.0,180.0,1,0,1,11.316666666666668,0.16666666666666666
1fa18b1a-4648-463c-8ecc-a27d42768acf,1.0,15.52,15.52,2024-05-24 10:08:50,2024-05-24 10:08:50,1.0,130.0,0.0,180.0,1,0,1,2.5866666666666664,0.16666666666666666
04e9f653-65fc-4527-a61e-a6fe57fbf56e,9.0,401.69,44.632222222222225,2024-08-22 14:42:43,2024-04-06 19:05:30,9.0,40.0,137.0,16.875,0,1,0,66.94833333333334,1.5
f06914bb-0553-41e5-8517-bc666124a234,17.0,803.26,47.25058823529412,2024-09-28 16:03:28,2024-04-06 03:27:37,17.0,3.0,175.0,10.375,1,1,0,133.87666666666667,2.8333333333333335
275d9d92-d272-4ae5-891e-ea4ed9d2aa00,17.0,706.54,41.56117647058824,2024-09-27 08:50:33,2024-04-09 04:34:08,17.0,4.0,171.0,10.0,0,1,0,117.75666666666666,2.8333333333333335
be5e5e45-2fa4-4912-b1ff-9c96ab5780e2,2.0,135.73,67.865,2024-07-18 21:03:27,2024-06-17 19:37:40,2.0,75.0,31.0,31.0,0,0,0,22.621666666666666,0.3333333333333333
d3d5f661-9688-4524-98d5-161d0ebc4c58,0.0,0.0,0.0,,,0.0,270.0,0.0,180.0,1,0,1,0.0,0.0
f7f81c5a-29ac-4bd7-85ae-e2cd6460ffff,36.0,1678.89,46.63583333333334,2024-09-29 08:22:43,2024-04-05 11:07:58,36.0,2.0,176.0,4.571428571428571,0,1,0,279.815,6.0
02ca2ee2-ad65-4df8-9f91-b3911aad3384,33.0,1748.96,52.99878787878788,2024-09-28 13:29:48,2024-04-09 02:17:28,33.0,3.0,172.0,4.9375,0,1,0,291.49333333333334,5.5
cb002dc6-b10e-4893-8a90-cb391e41f8ba,3.0,69.01,23.003333333333334,2024-08-22 20:02:27,2024-07-13 00:33:45,3.0,40.0,40.0,19.5,0,0,0,11.501666666666667,0.5
53d4ba12-4502-4ec1-af23-2fc8aeb26b24,2.0,148.45999999999998,74.22999999999999,2024-07-03 21:18:25,2024-06-07 09:07:37,2.0,90.0,26.0,26.0,0,0,0,24.74333333333333,0.3333333333333333
3c8a4c7c-320f-4499-bbfb-6af8a8bef6bd,0.0,0.0,0.0,,,0.0,270.0,0.0,180.0,1,0,1,0.0,0.0
7fc357b3-f5c1-4224-969a-85110cffe00b,26.0,1230.51,47.32730769230769,2024-09-27 10:01:14,2024-04-09 07:42:03,25.0,4.0,171.0,6.32,0,1,0,205.085,4.333333333333333
6c1bf1fb-0b7d-4d77-857f-58184acafd13,6.0,346.53,57.754999999999995,2024-09-21 22:11:12,2024-04-25 10:34:27,6.0,10.0,149.0,29.6,0,1,0,57.754999999999995,1.0
75b8b13a-70b8-466a-807e-5a70743c3dc4,1.0,17.94,17.94,2024-05-21 22:12:17,2024-05-21 22:12:17,1.0,133.0,0.0,180.0,0,0,1,2.99,0.16666666666666666
e443826a-cd1a-436f-bcc1-8dbd43656ea0,2.0,80.01,40.005,2024-06-12 19:42:11,2024-04-24 10:24:18,2.0,111.0,49.0,49.0,1,0,1,13.335,0.3333333333333333
14be82b8-a8b6-4372-8ebc-917188154bde,3.0,154.39000000000001,51.46333333333334,2024-09-15 12:14:12,2024-04-21 08:01:51,3.0,16.0,147.0,73.0,1,0,0,25.73166666666667,0.5
2853bb93-7432-4c03-9511-cd51c8398f86,0.0,0.0,0.0,,,0.0,270.0,0.0,180.0,1,0,1,0.0,0.0
bbbad1ae-3001-4dc0-bdb7-09560bf44efd,6.0,346.22,57.70333333333334,2024-08-03 19:54:57,2024-04-07 10:55:33,6.0,59.0,118.0,23.2,0,1,0,57.70333333333334,1.0
40b439cc-8ad2-4423-99f9-c0e85be4403a,8.0,465.53,58.19125,2024-09-27 10:52:21,2024-04-26 20:41:01,8.0,4.0,153.0,21.285714285714285,0,1,0,77.58833333333332,1.3333333333333333
f034d27f-6cc3-452f-849d-43db994c37a9,0.0,0.0,0.0,,,0.0,270.0,0.0,180.0,1,0,1,0.0,0.0
0a28de58-e328-4165-a6b5-d47fcd34c62d,1.0,23.56,23.56,2024-09-21 11:38:27,2024-09-21 11:38:27,1.0,10.0,0.0,180.0,1,0,0,3.9266666666666663,0.16666666666666666
0eddfd95-9a42-46f2-a9f8-954642fc0a17,0.0,0.0,0.0,,,0.0,270.0,0.0,180.0,1,0,1,0.0,0.0
94d1909e-f33a-4982-9391-2ee87cbd593e,2.0,85.99,42.995,2024-04-27 11:23:42,2024-04-17 19:45:08,2.0,157.0,9.0,9.0,1,0,1,14.331666666666665,0.3333333333333333
d6e04af9-7243-4e16-81b5-a062e5cb95c8,5.0,216.62,43.324,2024-09-11 04:55:26,2024-04-23 04:33:27,5.0,20.0,141.0,34.75,0,0,0,36.10333333333333,0.8333333333333334
c1207c4b-de6f-4873-995c-ed5a3e91746f,1.0,85.17,85.17,2024-07-26 09:55:01,2024-07-26 09:55:01,1.0,67.0,0.0,180.0,0,0,0,14.195,0.16666666666666666
b1ca433f-d71d-4ff7-859d-85e7456d9084,22.0,1170.49,53.20409090909091,2024-09-25 23:50:58,2024-04-16 16:05:20,22.0,6.0,162.0,7.238095238095238,0,1,0,195.08166666666668,3.6666666666666665
8972cae0-5a49-4f84-8454-6045a725c969,3.0,86.31,28.77,2024-05-29 03:00:17,2024-04-27 01:04:07,3.0,125.0,32.0,15.5,0,0,1,14.385,0.5
badf8292-ede0-4dae-9000-8701882410ef,5.0,107.36999999999999,21.473999999999997,2024-08-21 02:20:57,2024-05-12 01:07:49,5.0,41.0,101.0,24.75,0,0,0,17.895,0.8333333333333334
b075a669-e992-4bc9-9875-890c691b2475,0.0,0.0,0.0,,,0.0,270.0,0.0,180.0,0,0,1,0.0,0.0
38c574f2-d019-46ed-a764-a9e6e7ca3dc1,3.0,219.70999999999998,73.23666666666666,2024-09-21 02:36:31,2024-04-14 01:06:38,3.0,10.0,160.0,79.5,0,0,0,36.61833333333333,0.5
24d9c9bc-6f6a-46e6-a4ce-bd6741e15094,0.0,0.0,0.0,,,0.0,270.0,0.0,180.0,1,0,1,0.0,0.0
da2e5b9d-4d42-4e79-a0cd-6d3cd06a7912,7.0,290.8,41.542857142857144,2024-09-09 04:46:47,2024-04-17 20:59:29,7.0,22.0,144.0,23.5,0,1,0,48.46666666666667,1.1666666666666667
4c545342-d806-48a6-8c8c-10d406ed7831,5.0,278.98,55.79600000000001,2024-09-19 19:17:40,2024-07-09 14:46:11,5.0,12.0,72.0,17.25,0,1,0,46.49666666666667,0.8333333333333334
148d03d7-dd36-49cc-9f92-2115b5203a20,7.0,323.6,46.228571428571435,2024-10-01 15:41:32,2024-04-12 06:11:20,7.0,0.0,172.0,28.333333333333332,0,1,0,53.93333333333334,1.1666666666666667
1cb5aef6-0f40-4a89-86c6-81e60c179927,1.0,39.63,39.63,2024-08-11 22:11:16,2024-08-11 22:11:16,1.0,51.0,0.0,180.0,1,0,0,6.605,0.16666666666666666
3aeda4e8-1698-432f-825e-38fe91a1799e,27.0,1462.68,54.17333333333334,2024-09-29 19:50:20,2024-04-06 04:35:13,26.0,2.0,176.0,6.269230769230769,0,1,0,243.78,4.5
834ce99d-5587-4ddb-aff0-a217c74c93fb,1.0,71.77,71.77,2024-07-31 00:34:44,2024-07-31 00:34:44,1.0,62.0,0.0,180.0,1,0,0,11.961666666666666,0.16666666666666666
a64a8976-19e4-46a2-a709-056ac6b05e6a,0.0,0.0,0.0,,,0.0,270.0,0.0,180.0,0,0,1,0.0,0.0
311f75ef-a776-49a5-a260-a310ba8a9ea2,2.0,67.16,33.58,2024-09-17 03:46:27,2024-05-25 01:40:43,2.0,14.0,115.0,115.0,0,0,0,11.193333333333333,0.3333333333333333
ef94026f-082d-4e74-accc-7a08cb23d7cb,1.0,67.46,67.46,2024-09-15 19:42:47,2024-09-15 19:42:47,1.0,16.0,0.0,180.0,0,0,0,11.243333333333332,0.16666666666666666
020e8648-a85d-4925-9367-9c26c45133b0,43.0,2375.95,55.254651162790694,2024-09-30 11:55:34,2024-04-09 04:33:11,42.0,1.0,174.0,3.5952380952380953,0,1,0,395.9916666666666,7.166666666666667
5b91fff2-9f19-407d-9032-239b1e5e01ab,8.0,410.17,51.27125,2024-08-07 10:04:57,2024-04-08 16:13:37,8.0,55.0,120.0,16.857142857142858,0,1,0,68.36166666666666,1.3333333333333333
c476c8ae-c59a-49ce-bf25-11085144697c,15.0,830.81,55.38733333333333,2024-09-19 03:34:51,2024-04-07 22:27:01,15.0,12.0,164.0,11.142857142857142,0,1,0,138.46833333333333,2.5
2c7cd699-724a-4b93-8257-4a04b64e54fd,7.0,395.64,56.519999999999996,2024-09-09 19:11:58,2024-05-17 09:25:02,7.0,22.0,115.0,18.666666666666668,0,1,0,65.94,1.1666666666666667
70fb5755-7ca7-4072-ae04-f6ee73fd91df,8.0,492.03,61.50375,2024-09-04 02:25:50,2024-04-08 13:54:40,8.0,27.0,148.0,20.714285714285715,0,1,0,82.005,1.3333333333333333
